Mouse.Gene,Human.Gene,Uniprot ID,Protein Name,Protein description,LPS avg abundance,PBS avg abundance,Differentially Expressed?,logFC (LPS_vs_PBS),P.Value (LPS_vs_PBS),adj.P.Value (LPS_vs_PBS)
Nsfl1c,NSFL1C,Q9CZ44,NSF1C_MOUSE,NSFL1 cofactor p47,7619,5993,No,0.26,0.521356,0.999933
Nt5dc3,NT5DC3,Q3UHB1,NT5D3_MOUSE,5'-nucleotidase domain-containing protein 3,50912,45408,No,0.18,0.479771,0.999933
Ntm,NTM,Q99PJ0,NTRI_MOUSE,Neurotrimin,53047,48514,No,0.15,0.554895,0.999933
Ntrk2,NTRK2,P15209,NTRK2_MOUSE,BDNF/NT-3 growth factors receptor,13187,12349,No,0.14,0.574122,0.999933
Ntrk3,NTRK3,Q6VNS1,NTRK3_MOUSE,NT-3 growth factor receptor,8260,7312,No,0.24,0.419657,0.999933
Nudt2,NUDT2,P56380,AP4A_MOUSE,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],12328,5327,No,0.77,0.211117,0.999933
Nudt9,NUDT9,Q8BVU5,NUDT9_MOUSE,"ADP-ribose pyrophosphatase, mitochondrial",55971,36545,No,0.60,0.273105,0.999933
Numb,NUMB,Q9QZS3,NUMB_MOUSE,Protein numb homolog,6344,5658,No,0.16,0.566939,0.999933
Numbl,NUMBL,O08919,NUMBL_MOUSE,Numb-like protein,8155,7729,No,-0.01,0.974112,0.999933
Nup133,NUP133,Q8R0G9,NU133_MOUSE,Nuclear pore complex protein Nup133,9480,10144,No,-0.08,0.741100,0.999933
Nup155,NUP155,Q99P88,NU155_MOUSE,Nuclear pore complex protein Nup155,6500,6628,No,-0.05,0.819864,0.999933
Nup160,NUP160,Q9Z0W3,NU160_MOUSE,Nuclear pore complex protein Nup160,7836,7412,No,0.08,0.779191,0.999933
Nup210,NUP210,Q9QY81,PO210_MOUSE,Nuclear pore membrane glycoprotein 210,5929,7958,No,-0.45,0.158401,0.999933
Nup214,NUP214,Q80U93,NU214_MOUSE,Nuclear pore complex protein Nup214,22369,19918,No,0.24,0.366368,0.999933
Nup62,NUP62,Q63850,NUP62_MOUSE,Nuclear pore glycoprotein p62,6139,6173,No,-0.04,0.906582,0.999933
Nup88,NUP88,Q8CEC0,NUP88_MOUSE,Nuclear pore complex protein Nup88,4337,4798,No,-0.20,0.540547,0.999933
Nup93,NUP93,Q8BJ71,NUP93_MOUSE,Nuclear pore complex protein Nup93,12093,11740,No,-0.03,0.948958,0.999933
Nup98,NUP98,Q6PFD9,NUP98_MOUSE,Nuclear pore complex protein Nup98-Nup96,9457,10282,No,-0.11,0.722547,0.999933
Nutf2,NUTF2,P61971,NTF2_MOUSE,Nuclear transport factor 2,11780,11772,No,0.00,0.998708,0.999933
Nwd2,NWD2,Q6P5U7,NWD2_MOUSE,NACHT and WD repeat domain-containing protein 2,10068,9669,No,0.08,0.738888,0.999933
Ociad1,OCIAD1,Q9CRD0,OCAD1_MOUSE,OCIA domain-containing protein 1,10674,9761,No,0.11,0.606804,0.999933
Ocrl,OCRL,Q6NVF0,OCRL_MOUSE,Inositol polyphosphate 5-phosphatase OCRL,11882,11005,No,0.14,0.600253,0.999933
Odr4,NA,Q4PJX1,ODR4_MOUSE,Protein odr-4 homolog,7830,15937,No,-0.53,0.335881,0.999933
Ogdh,OGDH,Q60597,ODO1_MOUSE,"2-oxoglutarate dehydrogenase, mitochondrial",100367,76087,No,0.42,0.253722,0.999933
Ogt,OGT,Q8CGY8,OGT1_MOUSE,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,8954,7318,No,0.20,0.496809,0.999933
Ola1,OLA1,Q9CZ30,OLA1_MOUSE,Obg-like ATPase 1,6265,7613,No,-0.14,0.764378,0.999933
Olfm1,OLFM1,O88998,NOE1_MOUSE,Noelin,27929,23914,No,0.26,0.343582,0.999933
Olfm2,OLFM2,Q8BM13,NOE2_MOUSE,Noelin-2,12801,12359,No,0.13,0.687535,0.999933
Olfm3,OLFM3,P63056,NOE3_MOUSE,Noelin-3,7464,6815,No,0.19,0.550395,0.999933
Omg,OMG,Q63912,OMGP_MOUSE,Oligodendrocyte-myelin glycoprotein,6728,7586,No,-0.07,0.881460,0.999933
Opa1,OPA1,P58281,OPA1_MOUSE,"Dynamin-like 120 kDa protein, mitochondrial",11732,13935,No,-0.18,0.510461,0.999933
Opa3,OPA3,Q505D7,OPA3_MOUSE,Optic atrophy 3 protein homolog,55788,52754,No,0.03,0.940020,0.999933
Orai2,ORAI2,Q8BH10,ORAI2_MOUSE,Protein orai-2,6611,7331,No,-0.12,0.725551,0.999933
Osbp,OSBP,Q3B7Z2,OSBP1_MOUSE,Oxysterol-binding protein 1,9532,9911,No,-0.07,0.846153,0.999933
Osbpl10,OSBPL10,S4R1M9,OSB10_MOUSE,Oxysterol-binding protein-related protein 10,3736,4587,No,-0.37,0.377383,0.999933
Osbpl11,OSBPL11,Q8CI95,OSB11_MOUSE,Oxysterol-binding protein-related protein 11,362145,534057,No,-0.15,0.821786,0.999933
Osbpl6,OSBPL6,Q8BXR9,OSBL6_MOUSE,Oxysterol-binding protein-related protein 6,3979,3431,No,0.35,0.339142,0.999933
Osbpl8,OSBPL8,B9EJ86,OSBL8_MOUSE,Oxysterol-binding protein-related protein 8,18528,18335,No,0.05,0.837003,0.999933
Osmr,OSMR,O70458,OSMR_MOUSE,Oncostatin-M-specific receptor subunit beta,9142,8191,No,0.31,0.529542,0.999933
Ostc,OSTC,Q78XF5,OSTC_MOUSE,Oligosaccharyltransferase complex subunit OSTC,13850,14737,No,0.13,0.729244,0.999933
Otub1,OTUB1,Q7TQI3,OTUB1_MOUSE,Ubiquitin thioesterase OTUB1,9478,9544,No,0.00,0.997357,0.999933
Oxa1l,OXA1L,Q8BGA9,OXA1L_MOUSE,Mitochondrial inner membrane protein OXA1L,10689,10629,No,0.00,0.997606,0.999933
Oxct1,OXCT1,Q9D0K2,SCOT1_MOUSE,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",19395,24229,No,-0.34,0.195768,0.999933
Oxr1,OXR1,Q4KMM3,OXR1_MOUSE,Oxidation resistance protein 1,16011,12481,No,0.26,0.627328,0.999933
P2rx7,P2RX7,Q9Z1M0,P2RX7_MOUSE,P2X purinoceptor 7,10267,12195,No,-0.25,0.339827,0.999933
P2ry12,P2RY12,Q9CPV9,P2Y12_MOUSE,P2Y purinoceptor 12,49420,42715,No,0.16,0.641677,0.999933
P33monox,NA,Q9DBN4,P33MX_MOUSE,Putative monooxygenase p33MONOX,8844,11233,No,-0.15,0.782093,0.999933
P4hb,P4HB,P09103,PDIA1_MOUSE,Protein disulfide-isomerase,7856,6188,No,0.47,0.268366,0.999933
Pa2g4,PA2G4,P50580,PA2G4_MOUSE,Proliferation-associated protein 2G4,6140,6346,No,-0.06,0.860640,0.999933
Pabpc1,PABPC1,P29341,PABP1_MOUSE,Polyadenylate-binding protein 1,9817,9825,No,-0.05,0.861854,0.999933
Pacs1,PACS1,Q8K212,PACS1_MOUSE,Phosphofurin acidic cluster sorting protein 1,10705,8797,No,0.29,0.204970,0.999933
Pacs2,PACS2,Q3V3Q7,PACS2_MOUSE,Phosphofurin acidic cluster sorting protein 2,4874,4450,No,0.23,0.536724,0.999933
Pacsin1,PACSIN1,Q61644,PACN1_MOUSE,Protein kinase C and casein kinase substrate in neurons protein 1,21726,19385,No,0.17,0.482999,0.999933
Padi2,PADI2,Q08642,PADI2_MOUSE,Protein-arginine deiminase type-2,28937,27662,No,0.06,0.781061,0.999933
Pafah1b1,PAFAH1B1,P63005,LIS1_MOUSE,Platelet-activating factor acetylhydrolase IB subunit beta,75234,71552,No,0.09,0.703592,0.999933
Pafah1b2,PAFAH1B2,Q61206,PA1B2_MOUSE,Platelet-activating factor acetylhydrolase IB subunit alpha2,9983,9307,No,0.25,0.590233,0.999933
Pag1,PAG1,Q3U1F9,PHAG1_MOUSE,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,8892,9572,No,-0.04,0.884703,0.999933
Paics,PAICS,Q9DCL9,PUR6_MOUSE,Multifunctional protein ADE2,16330,13121,No,0.33,0.127395,0.999933
Pak2,PAK2,Q8CIN4,PAK2_MOUSE,Serine/threonine-protein kinase PAK 2,13524,15280,No,-0.13,0.615361,0.999933
Palm,PALM,Q9Z0P4,PALM_MOUSE,Paralemmin-1,57623,53449,No,0.09,0.742516,0.999933
Palm2,PALM2,Q8BR92,PALM2_MOUSE,Paralemmin-2,4627,4189,No,0.10,0.753822,0.999933
Palmd,PALMD,Q9JHU2,PALMD_MOUSE,Palmdelphin,18033,14616,No,0.23,0.562723,0.999933
Pals1,NA,Q9JLB2,PALS1_MOUSE,Protein PALS1,10005,9865,No,0.04,0.871404,0.999933
Pals2,NA,Q9JLB0,PALS2_MOUSE,Protein PALS2,39880,37180,No,0.08,0.805110,0.999933
Pam,PAM,P97467,AMD_MOUSE,Peptidyl-glycine alpha-amidating monooxygenase,8036,8050,No,-0.03,0.925680,0.999933
Pard3b,PARD3B,Q9CSB4,PAR3L_MOUSE,Partitioning defective 3 homolog B,4472,4016,No,0.42,0.429710,0.999933
Park7,PARK7,Q99LX0,PARK7_MOUSE,Parkinson disease protein 7 homolog,30178,20397,No,0.69,0.073286,0.999933
Parl,PARL,Q5XJY4,PARL_MOUSE,"Presenilins-associated rhomboid-like protein, mitochondrial",8876,7850,No,0.18,0.538996,0.999933
Pax5,PAX5,Q02650,PAX5_MOUSE,Paired box protein Pax-5,332517,382807,No,-0.17,0.725812,0.999933
Pc,NA,Q05920,PYC_MOUSE,"Pyruvate carboxylase, mitochondrial",5421110,6580410,No,-0.23,0.386405,0.999933
Pcbp1,PCBP1,P60335,PCBP1_MOUSE,Poly(rC)-binding protein 1,13230,12959,No,-0.02,0.947983,0.999933
Pcbp2,PCBP2,Q61990,PCBP2_MOUSE,Poly(rC)-binding protein 2,12513,14082,No,-0.17,0.557656,0.999933
Pcca,PCCA,Q91ZA3,PCCA_MOUSE,"Propionyl-CoA carboxylase alpha chain, mitochondrial",6978387,6864586,No,0.02,0.904272,0.999933
Pccb,PCCB,Q99MN9,PCCB_MOUSE,"Propionyl-CoA carboxylase beta chain, mitochondrial",107853,127384,No,-0.18,0.493316,0.999933
Pcdhga4,PCDHGA4,Q91XY4,PCDG4_MOUSE,Protocadherin gamma-A4,6811,7744,No,-0.13,0.696438,0.999933
Pclo,PCLO,Q9QYX7,PCLO_MOUSE,Protein piccolo,9774,10339,No,-0.07,0.763784,0.999933
Pcm1,PCM1,Q9R0L6,PCM1_MOUSE,Pericentriolar material 1 protein,35235,58096,No,-0.58,0.232565,0.999933
Pcmt1,PCMT1,P23506,PIMT_MOUSE,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,7160,9616,No,-0.33,0.366231,0.999933
Pcnx3,PCNX3,Q8VI59,PCX3_MOUSE,Pecanex-like protein 3,4935,5235,No,-0.06,0.868042,0.999933
Pcyox1,PCYOX1,Q9CQF9,PCYOX_MOUSE,Prenylcysteine oxidase,13737,11562,No,0.33,0.256109,0.999933
Pcyox1l,PCYOX1L,Q8C7K6,PCYXL_MOUSE,Prenylcysteine oxidase-like,23489,18879,No,0.33,0.148657,0.999933
Pcyt2,PCYT2,Q922E4,PCY2_MOUSE,Ethanolamine-phosphate cytidylyltransferase,6844,8443,No,-0.40,0.290895,0.999933
Pdap1,PDAP1,Q3UHX2,HAP28_MOUSE,28 kDa heat- and acid-stable phosphoprotein,9364,6964,No,0.46,0.143055,0.999933
Pdcd6,PDCD6,P12815,PDCD6_MOUSE,Programmed cell death protein 6,3294,2966,No,0.16,0.707976,0.999933
Pdcd6ip,PDCD6IP,Q9WU78,PDC6I_MOUSE,Programmed cell death 6-interacting protein,4069,4863,No,-0.28,0.327014,0.999933
Pde10a,PDE10A,Q8CA95,PDE10_MOUSE,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",7216,7496,No,0.07,0.880602,0.999933
Pde1a,PDE1A,Q61481,PDE1A_MOUSE,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",11770,10014,No,0.21,0.409932,0.999933
Pde1b,PDE1B,Q01065,PDE1B_MOUSE,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",5358,6038,No,-0.19,0.608214,0.999933
Pde2a,PDE2A,Q922S4,PDE2A_MOUSE,"cGMP-dependent 3',5'-cyclic phosphodiesterase",13571,12655,No,0.12,0.669631,0.999933
Pdgfrb,PDGFRB,P05622,PGFRB_MOUSE,Platelet-derived growth factor receptor beta,12562,12705,No,-0.01,0.982525,0.999933
Pdha1,PDHA1,P35486,ODPA_MOUSE,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",42268,43732,No,0.01,0.971052,0.999933
Pdhb,PDHB,Q9D051,ODPB_MOUSE,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",54740,50377,No,0.17,0.596404,0.999933
Pdhx,PDHX,Q8BKZ9,ODPX_MOUSE,"Pyruvate dehydrogenase protein X component, mitochondrial",6273,6141,No,0.03,0.919915,0.999933
Pdia3,PDIA3,P27773,PDIA3_MOUSE,Protein disulfide-isomerase A3,16274,14483,No,0.24,0.410483,0.999933
Pdia4,PDIA4,P08003,PDIA4_MOUSE,Protein disulfide-isomerase A4,7364,6233,No,0.28,0.443683,0.999933
Pdk3,PDK3,Q922H2,PDK3_MOUSE,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",5971,8439,No,-0.38,0.283670,0.999933
Pdlim4,PDLIM4,P70271,PDLI4_MOUSE,PDZ and LIM domain protein 4,12454,11526,No,0.21,0.485809,0.999933
Pdlim5,PDLIM5,Q8CI51,PDLI5_MOUSE,PDZ and LIM domain protein 5,6774,7406,No,-0.13,0.627047,0.999933
Pdlim7,PDLIM7,Q3TJD7,PDLI7_MOUSE,PDZ and LIM domain protein 7,10506,12538,No,-0.59,0.299198,0.999933
Pdpr,PDPR,Q7TSQ8,PDPR_MOUSE,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",11543,9022,No,0.41,0.238802,0.999933
Pds5b,PDS5B,Q4VA53,PDS5B_MOUSE,Sister chromatid cohesion protein PDS5 homolog B,3861,4753,No,-0.30,0.337727,0.999933
Pdxk,PDXK,Q8K183,PDXK_MOUSE,Pyridoxal kinase,21096,16682,No,0.42,0.281845,0.999933
Pdxp,PDXP,P60487,PLPP_MOUSE,Chronophin,9729,14869,No,-0.24,0.716988,0.999933
Pdzd8,PDZD8,B9EJ80,PDZD8_MOUSE,PDZ domain-containing protein 8,13211,12468,No,0.09,0.661648,0.999933
Pea15,NA,Q62048,PEA15_MOUSE,Astrocytic phosphoprotein PEA-15,10920,12446,No,-0.02,0.951040,0.999933
Peak1,PEAK1,Q69Z38,PEAK1_MOUSE,Inactive tyrosine-protein kinase PEAK1,5767,6816,No,-0.24,0.306657,0.999933
Pebp1,PEBP1,P70296,PEBP1_MOUSE,Phosphatidylethanolamine-binding protein 1,21623,26821,No,-0.29,0.563361,0.999933
Pecam1,PECAM1,Q08481,PECA1_MOUSE,Platelet endothelial cell adhesion molecule,5776,5687,No,0.06,0.825868,0.999933
Pepd,PEPD,Q11136,PEPD_MOUSE,Xaa-Pro dipeptidase,6669,8947,No,-0.49,0.208438,0.999933
Pex1,PEX1,Q5BL07,PEX1_MOUSE,Peroxisome biogenesis factor 1,5443,4523,No,0.36,0.279835,0.999933
Pex11b,PEX11B,Q9Z210,PX11B_MOUSE,Peroxisomal membrane protein 11B,5998,7721,No,-0.37,0.295998,0.999933
Pex14,PEX14,Q9R0A0,PEX14_MOUSE,Peroxisomal membrane protein PEX14,7815,6070,No,0.42,0.279924,0.999933
Pex5l,PEX5L,Q8C437,PEX5R_MOUSE,PEX5-related protein,11733,12591,No,-0.08,0.718044,0.999933
Pfkl,PFKL,P12382,PFKAL_MOUSE,"ATP-dependent 6-phosphofructokinase, liver type",20958,20216,No,0.11,0.657708,0.999933
Pfkm,PFKM,P47857,PFKAM_MOUSE,"ATP-dependent 6-phosphofructokinase, muscle type",91258,91003,No,0.05,0.857396,0.999933
Pfkp,PFKP,Q9WUA3,PFKAP_MOUSE,"ATP-dependent 6-phosphofructokinase, platelet type",41246,40235,No,0.07,0.779216,0.999933
Pfn1,PFN1,P62962,PROF1_MOUSE,Profilin-1,12395,13495,No,0.04,0.924483,0.999933
Pfn2,PFN2,Q9JJV2,PROF2_MOUSE,Profilin-2,21405,26323,No,-0.27,0.480603,0.999933
Pgam1,PGAM1,Q9DBJ1,PGAM1_MOUSE,Phosphoglycerate mutase 1,16945,18338,No,0.04,0.922882,0.999933
Pgam5,PGAM5,Q8BX10,PGAM5_MOUSE,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",12786,12591,No,0.05,0.859754,0.999933
Pgap1,PGAP1,Q3UUQ7,PGAP1_MOUSE,GPI inositol-deacylase,18563,17072,No,0.12,0.581899,0.999933
Pgbd5,PGBD5,D3YZI9,PGBD5_MOUSE,PiggyBac transposable element-derived protein 5,10760,10524,No,0.04,0.837766,0.999933
Pgd,PGD,Q9DCD0,6PGD_MOUSE,"6-phosphogluconate dehydrogenase, decarboxylating",17958,7686,No,0.86,0.173453,0.999933
Pgk1,PGK1,P09411,PGK1_MOUSE,Phosphoglycerate kinase 1,20585,24133,No,-0.13,0.796220,0.999933
Pgm2l1,PGM2L1,Q8CAA7,PGM2L_MOUSE,"Glucose 1,6-bisphosphate synthase",17195,12144,No,0.46,0.165427,0.999933
Pgrmc1,PGRMC1,O55022,PGRC1_MOUSE,Membrane-associated progesterone receptor component 1,16911,17633,No,-0.01,0.976039,0.999933
Pgrmc2,PGRMC2,Q80UU9,PGRC2_MOUSE,Membrane-associated progesterone receptor component 2,6754,9675,No,-0.56,0.138614,0.999933
Pgs1,PGS1,Q8BHF7,PGPS1_MOUSE,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",24601,25342,No,-0.07,0.811656,0.999933
Phactr1,PHACTR1,Q2M3X8,PHAR1_MOUSE,Phosphatase and actin regulator 1,6498,10379,No,-0.55,0.176708,0.999933
Phactr4,PHACTR4,Q501J7,PHAR4_MOUSE,Phosphatase and actin regulator 4,10989,12714,No,-0.16,0.536217,0.999933
Phaf1,NA,Q922R1,PHAF1_MOUSE,Phagosome assembly factor 1,3697,5726,No,-0.59,0.100168,0.999933
Phb,PHB,P67778,PHB_MOUSE,Prohibitin,58587,58167,No,0.01,0.954141,0.999933
Phb2,PHB2,O35129,PHB2_MOUSE,Prohibitin-2,19776,19448,No,0.04,0.851799,0.999933
Phgdh,PHGDH,Q61753,SERA_MOUSE,D-3-phosphoglycerate dehydrogenase,17591,18040,No,-0.11,0.702108,0.999933
Phka1,PHKA1,P18826,KPB1_MOUSE,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",7266,6711,No,0.13,0.577354,0.999933
Phkb,PHKB,Q7TSH2,KPBB_MOUSE,Phosphorylase b kinase regulatory subunit beta,11758,17757,No,-0.49,0.122721,0.999933
Phyhip,PHYHIP,Q8K0S0,PHYIP_MOUSE,Phytanoyl-CoA hydroxylase-interacting protein,25839,30554,No,-0.17,0.592428,0.999933
Phyhipl,PHYHIPL,Q8BGT8,PHIPL_MOUSE,Phytanoyl-CoA hydroxylase-interacting protein-like,53702,53739,No,0.03,0.910390,0.999933
Pi4ka,PI4KA,E9Q3L2,PI4KA_MOUSE,Phosphatidylinositol 4-kinase alpha,41896,33453,No,0.33,0.213653,0.999933
Picalm,PICALM,Q7M6Y3,PICAL_MOUSE,Phosphatidylinositol-binding clathrin assembly protein,8795,7986,No,0.27,0.449355,0.999933
Pigt,PIGT,Q8BXQ2,PIGT_MOUSE,GPI transamidase component PIG-T,6689,6182,No,0.11,0.724348,0.999933
Pigu,PIGU,Q8K358,PIGU_MOUSE,Phosphatidylinositol glycan anchor biosynthesis class U protein,7571,8693,No,-0.11,0.787654,0.999933
Pik3c2a,PIK3C2A,Q61194,P3C2A_MOUSE,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,64414,59269,No,0.11,0.599491,0.999933
Pik3r4,PIK3R4,Q8VD65,PI3R4_MOUSE,Phosphoinositide 3-kinase regulatory subunit 4,7103,6526,No,0.18,0.497812,0.999933
Pikfyve,PIKFYVE,Q9Z1T6,FYV1_MOUSE,1-phosphatidylinositol 3-phosphate 5-kinase,5895,6697,No,-0.21,0.535979,0.999933
Pip4k2b,PIP4K2B,Q80XI4,PI42B_MOUSE,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,10352,11040,No,-0.13,0.688541,0.999933
Pip4p1,NA,Q3TWL2,PP4P1_MOUSE,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",5225,4972,No,-0.17,0.745480,0.999933
Pip4p2,NA,Q9CZX7,PP4P2_MOUSE,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",7048,6771,No,-0.01,0.975615,0.999933
Pip5k1c,PIP5K1C,O70161,PI51C_MOUSE,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,9337,14701,No,-0.44,0.270362,0.999933
Pisd,PISD,Q8BSF4,PISD_MOUSE,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",12109,11902,No,0.07,0.777237,0.999933
Pithd1,PITHD1,Q8BWR2,PITH1_MOUSE,PITH domain-containing protein 1,6589,4450,No,0.65,0.183506,0.999933
Pitpnm1,PITPNM1,O35954,PITM1_MOUSE,Membrane-associated phosphatidylinositol transfer protein 1,20276,20979,No,-0.07,0.810937,0.999933
Pitpnm2,PITPNM2,Q6ZPQ6,PITM2_MOUSE,Membrane-associated phosphatidylinositol transfer protein 2,21225,18726,No,0.17,0.486901,0.999933
Pitpnm3,PITPNM3,Q3UHE1,PITM3_MOUSE,Membrane-associated phosphatidylinositol transfer protein 3,13152,12944,No,0.04,0.877996,0.999933
Pkm,PKM,P52480,KPYM_MOUSE,Pyruvate kinase PKM,155469,165364,No,-0.06,0.855381,0.999933
Pkn1,PKN1,P70268,PKN1_MOUSE,Serine/threonine-protein kinase N1,6938,7776,No,-0.08,0.832036,0.999933
Pkn2,PKN2,Q8BWW9,PKN2_MOUSE,Serine/threonine-protein kinase N2,7809,7149,No,0.08,0.775554,0.999933
Pkp1,PKP1,P97350,PKP1_MOUSE,Plakophilin-1,38464,32446,No,0.24,0.655537,0.999933
Pkp4,PKP4,Q68FH0,PKP4_MOUSE,Plakophilin-4,8677,9498,No,-0.21,0.565712,0.999933
Plaa,PLAA,P27612,PLAP_MOUSE,Phospholipase A-2-activating protein,9713,8689,No,0.18,0.426401,0.999933
Plbd1,PLBD1,Q8VCI0,PLBL1_MOUSE,Phospholipase B-like 1,7156,5726,No,0.06,0.907946,0.999933
Plcb1,PLCB1,Q9Z1B3,PLCB1_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",19658,15860,No,0.31,0.208413,0.999933
Plcb3,PLCB3,P51432,PLCB3_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",6652,4995,No,0.43,0.171099,0.999933
Pld1,PLD1,Q9Z280,PLD1_MOUSE,Phospholipase D1,9649,8663,No,0.22,0.429866,0.999933
Pld2,PLD2,P97813,PLD2_MOUSE,Phospholipase D2,25155,21447,No,0.25,0.264816,0.999933
Pld3,PLD3,O35405,PLD3_MOUSE,5'-3' exonuclease PLD3,14727,13933,No,0.10,0.697693,0.999933
Plec,PLEC,Q9QXS1,PLEC_MOUSE,Plectin,35252,25275,No,0.45,0.060365,0.999933
Plekha6,PLEKHA6,Q7TQG1,PKHA6_MOUSE,Pleckstrin homology domain-containing family A member 6,9177,11069,No,-0.21,0.444779,0.999933
Plekha7,PLEKHA7,Q3UIL6,PKHA7_MOUSE,Pleckstrin homology domain-containing family A member 7,5035,5447,No,-0.19,0.513934,0.999933
Plin3,PLIN3,Q9DBG5,PLIN3_MOUSE,Perilipin-3,9394,7985,No,0.28,0.271706,0.999933
Plin4,PLIN4,O88492,PLIN4_MOUSE,Perilipin-4,46562,36043,No,0.35,0.262827,0.999933
Pllp,PLLP,Q9DCU2,PLLP_MOUSE,Plasmolipin,7802,8199,No,-0.12,0.748950,0.999933
Plp1,PLP1,P60202,MYPR_MOUSE,Myelin proteolipid protein,10023876,10725466,No,-0.06,0.826590,0.999933
Plp2,PLP2,Q9R1Q7,PLP2_MOUSE,Proteolipid protein 2,3448,4163,No,-0.27,0.389898,0.999933
Plpbp,PLPBP,Q9Z2Y8,PLPHP_MOUSE,Pyridoxal phosphate homeostasis protein,9192,6603,No,0.59,0.242034,0.999933
Plpp3,PLPP3,Q99JY8,PLPP3_MOUSE,Phospholipid phosphatase 3,132338,126324,No,0.04,0.898473,0.999933
Plppr1,PLPPR1,Q8BFZ2,PLPR1_MOUSE,Phospholipid phosphatase-related protein type 1,3205,5723,No,-0.72,0.077553,0.999933
Plppr3,PLPPR3,Q7TPB0,PLPR3_MOUSE,Phospholipid phosphatase-related protein type 3,10806,10610,No,0.08,0.784759,0.999933
Plppr4,PLPPR4,Q7TME0,PLPR4_MOUSE,2-lysophosphatidate phosphatase PLPPR4,139186,136574,No,0.05,0.830070,0.999933
Plrg1,PLRG1,Q922V4,PLRG1_MOUSE,Pleiotropic regulator 1,11342,14480,No,-0.43,0.220056,0.999933
Pls3,PLS3,Q99K51,PLST_MOUSE,Plastin-3,9704,10144,No,0.04,0.921464,0.999933
Plxna1,PLXNA1,P70206,PLXA1_MOUSE,Plexin-A1,14180,11612,No,0.31,0.251340,0.999933
Plxna2,PLXNA2,P70207,PLXA2_MOUSE,Plexin-A2,22242,21400,No,0.08,0.716359,0.999933
Plxna4,PLXNA4,Q80UG2,PLXA4_MOUSE,Plexin-A4,35908,30988,No,0.23,0.322090,0.999933
Plxnb1,PLXNB1,Q8CJH3,PLXB1_MOUSE,Plexin-B1,14634,13090,No,0.17,0.441388,0.999933
Plxnb2,PLXNB2,B2RXS4,PLXB2_MOUSE,Plexin-B2,7869,10035,No,-0.43,0.230241,0.999933
Pnkd,PNKD,Q69ZP3,PNKD_MOUSE,Probable hydrolase PNKD,21289,20045,No,0.16,0.586914,0.999933
Pnp,PNP,P23492,PNPH_MOUSE,Purine nucleoside phosphorylase,11975,6870,No,0.77,0.093110,0.999933
Pnpla7,PNPLA7,A2AJ88,PLPL7_MOUSE,Patatin-like phospholipase domain-containing protein 7,6188,5467,No,0.20,0.417541,0.999933
Pnpla8,PNPLA8,Q8K1N1,PLPL8_MOUSE,Calcium-independent phospholipase A2-gamma,11627,14004,No,-0.29,0.203349,0.999933
Pof1b,POF1B,Q8K4L4,POF1B_MOUSE,Protein POF1B,9791,11101,No,-0.16,0.684701,0.999933
Polr2b,POLR2B,Q8CFI7,RPB2_MOUSE,DNA-directed RNA polymerase II subunit RPB2,7521,7602,No,-0.03,0.937101,0.999933
Pom121,POM121,Q8K3Z9,PO121_MOUSE,Nuclear envelope pore membrane protein POM 121,7372,6897,No,0.16,0.615023,0.999933
Pomgnt2,POMGNT2,Q8BW41,PMGT2_MOUSE,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",13496,29516,No,-0.99,0.051938,0.999933
Por,POR,P37040,NCPR_MOUSE,NADPH--cytochrome P450 reductase,11146,11384,No,0.12,0.720325,0.999933
Porcn,PORCN,Q9JJJ7,PORCN_MOUSE,Protein-serine O-palmitoleoyltransferase porcupine,7114,6473,No,0.15,0.618997,0.999933
Ppard,PPARD,P35396,PPARD_MOUSE,Peroxisome proliferator-activated receptor delta,70132,67514,No,0.15,0.878127,0.999933
